1376432323644	205252	3661184	7690736	218.36
1376432324645	206719	3909824	8070992	221.74
1376432325646	208247	4131520	8392496	219.13
1376432326648	209701	4350400	8712368	216.60
1376432327651	211376	4539072	9004496	210.56
1376432328652	212852	4763584	9348848	211.56
1376432329654	214229	4928128	4696016	201.67
1376432330654	215757	5143808	5017520	202.14
1376432331655	217390	5354304	5332496	201.98
1376432332657	218984	5498048	5547920	189.63
1376432333658	220493	2321792	5689904	172.77
1376432334660	222065	2441920	5878928	162.60
1376432335661	223681	2580416	6086480	157.04
1376432336663	225242	2752448	6342704	158.36
1376432337665	226815	2865408	6504256	149.09
1376432338666	228313	3038976	6771920	152.42
1376432339668	229866	3217088	7028144	154.70
1376432340669	231417	3426560	7351520	163.29
1376432341670	232943	3661824	7699136	174.28
1376432342671	234432	3921792	8083712	187.18
1376432343673	235943	4171392	8461280	196.82
1376432344676	237524	4427200	8847248	205.03
1376432345677	239135	4674176	9202208	210.31
1376432346678	240587	4902080	4658368	211.65
1376432347679	242102	5096192	4947584	206.80
1376432348682	243651	5306880	5257664	205.74
1376432349683	245215	2343552	5556320	203.99
1376432350684	246827	2475136	5923456	208.48
1376432351686	248399	2664576	6208544	203.71
1376432352687	249907	2869120	6515648	202.32
1376432353688	251442	3097408	6852128	205.25
1376432354690	252947	3356544	7242176	212.63
1376432355691	254486	3551040	7532672	207.50
1376432356693	256030	3759552	7842752	206.09
1376432357694	257595	3931904	8094080	198.25
1376432358695	259119	4131712	8399264	197.44
1376432359697	260682	4321856	8683232	194.48
1376432360698	262204	4516032	8962304	192.61
1376432361699	263705	4736192	9300128	196.20
1376432362700	265138	1641728	4673408	192.51
1376432363701	266723	1812608	4928000	187.29
1376432364703	268301	1978112	5184800	182.71
1376432365704	269818	2182784	5486144	185.09
1376432366706	271342	2392896	5802224	187.90
1376432367707	272920	2587008	6094304	188.30
1376432368708	274422	2838656	6462080	197.76
1376432369710	276035	3042944	6773792	197.17
1376432370711	277483	3235328	7064288	195.33
1376432371712	279082	3393408	7297664	187.40
1376432372714	280600	3556224	7537568	181.41
1376432373715	282190	3731904	7799552	179.42
1376432374721	283756	3923968	8090000	180.49
1376432375722	285220	4129920	8398736	184.21
1376432376730	286801	4351360	8728928	189.15
1376432377732	288313	4535808	9008000	187.32
1376432378734	289880	4742784	9318080	189.65
1376432379735	291311	1649984	4684832	188.53
1376432380736	292785	1912832	5084672	200.29
1376432381737	294424	2166464	5453504	208.10
1376432382738	295982	2415424	5834048	214.25
1376432383740	297508	2651776	6183008	216.64
1376432384742	299059	2897152	6554816	220.88
1376432385745	300580	3161536	6951680	227.29
1376432386747	302122	3402752	7310720	227.98
1376432387748	303604	3643264	7668128	228.70
1376432388749	305122	3898688	8049856	232.27
1376432389751	306622	4144512	8422112	233.59
1376432390752	308121	4372864	8756672	230.67
1376432391753	309667	4623424	9127136	232.77
1376432392755	311236	4854336	4578176	230.89
1376432393757	312713	5061760	4892528	225.46
1376432394767	314296	5264512	5190752	219.58
1376432395768	315836	5459648	5489408	214.29
1376432396769	317344	2392896	5806016	212.69
1376432397770	318896	2575808	6083456	206.45
1376432398772	320425	2777664	6387008	204.81
1376432399773	321998	2974976	6679136	202.24
1376432400775	323529	3212288	7026752	206.65
1376432401775	325036	3474240	7395584	213.31
1376432402777	326566	3693632	7744832	215.52
1376432403778	328118	3874624	8020640	207.95
1376432404779	329661	4072192	8306240	205.06
1376432405780	331196	4324864	8691392	212.31
1376432406782	332671	4583360	9078176	219.23
1376432407832	334168	4810176	4508832	220.15
1376432408834	335602	1773568	4883936	223.67
1376432409835	337193	2037248	5269088	230.16
1376432410836	338720	2259456	5605280	227.70
1376432411838	340212	2454016	5899040	221.14
1376432412839	341782	2657152	6202592	217.35
1376432413840	343362	2875264	6529472	216.93
1376432414842	344866	3074880	6828704	213.27
1376432415843	346414	3277120	7109984	209.74
1376432416844	347976	3505216	7463840	212.99
1376432417845	349524	3753472	7831328	218.41
1376432418847	351055	3980352	8170496	219.85
1376432419848	352632	4235904	8551040	225.44
1376432420849	354163	4481152	8922848	228.62
1376432421851	355659	4734336	9293600	232.07
1376432422852	357126	4960256	4738400	230.32
1376432423854	358620	5223104	5128736	235.23
1376432424855	360164	5479360	5505728	237.81
1376432425856	361669	2431488	5850080	236.32
1376432426857	363185	2678720	6225440	237.56
1376432427866	364695	2920832	6590720	237.96
1376432428867	366282	3108736	6865184	227.93
1376432429872	367849	3355392	7237280	230.53
1376432430873	369325	3610560	7622432	234.71
1376432431874	370883	3855296	7988000	236.09
1376432432876	372475	4101120	8354384	237.46
1376432433877	373998	4328896	8684864	234.84
1376432434878	375555	4587584	9073072	239.24
1376432435936	377059	4810368	4513248	236.20
1376432436937	378547	5059328	4888832	238.75
1376432437938	380130	5272000	5207072	234.14
1376432438939	381681	5452032	5471456	224.41
1376432439940	383228	2362816	5751872	217.13
1376432440942	384748	2584320	6088352	218.47
1376432441943	386270	2832256	6460448	223.94
1376432442944	387806	3090368	6823856	227.78
1376432443945	389442	3308032	7162208	227.82
1376432444946	390894	3495424	7450544	220.85
1376432445948	392486	3673408	7705664	212.91
1376432446948	394027	3905152	8063072	216.75
1376432447949	395621	4122432	8382944	216.86
1376432448950	397092	4308096	8664752	211.59
1376432449955	398653	4489152	8931296	205.89
1376432450957	400147	4686720	9230528	204.88
1376432451977	401392	4827200	4514432	190.30
1376432452981	403481	4961600	4732160	183.14
1376432453982	404943	5110336	4960640	177.03
1376432454984	406718	5269632	5198912	174.27
1376432455988	408272	5401024	5393120	166.41
1376432456990	409843	2304576	5660480	168.33
1376432457991	411409	2525184	5982832	177.75
1376432458993	412890	2717120	6274960	180.78
1376432459994	414430	2918592	6576880	184.81
1376432460995	415981	3121856	6876032	188.04
1376432461996	417573	3393472	7269664	202.04
1376432462996	419079	3615232	7619440	208.18
1376432463997	420614	3802048	7900144	204.81
1376432464999	422148	3984064	8169712	200.88
1376432466000	423752	4167488	8435728	162.00
1376432467001	425252	4358208	8729200	161.62
1376432468002	426768	4564544	9039568	163.27
1376432469011	428418	4782784	9365936	166.61
1376432470013	429841	1722176	4778672	169.57
1376432471014	431380	1965440	5149136	175.26
1376432472015	432868	2210496	5519600	180.37
1376432473016	434407	2458944	5891696	185.01
1376432474018	435998	2710144	6268400	189.35
1376432475018	437477	2964288	6646736	193.23
1376432476020	439009	3192384	6975344	192.48
1376432477021	440638	3383360	7265840	186.36
1376432478022	442162	3584576	7572656	183.12
1376432479023	443752	3771008	7846832	177.95
1376432480025	445328	3949696	8119376	172.73
1376432481026	446867	4146368	8411504	171.00
1376432482026	448412	4378048	8752592	174.97
1376432483027	449942	4610048	9105104	178.44
1376432484028	451339	1572608	4545296	181.88
1376432485030	452912	1807616	4892912	183.84
1376432486032	454446	1993728	5191568	180.70
1376432487033	456015	2194752	5488592	178.29
1376432488035	457595	2385856	5780720	174.85
1376432489036	459067	2619584	6129968	178.27
1376432490037	460643	2855104	6480848	181.34
1376432491038	462157	3095104	6834992	184.76
1376432492039	463722	3345984	7213616	189.24
1376432493040	465323	3591808	7582448	192.13
1376432494041	466826	3838848	7954544	194.87
1376432495042	468279	4085248	8324480	196.88
1376432496044	469827	4319168	8661200	196.14
1376432497045	471360	4569344	9043088	198.68
1376432498109	472831	4818112	4513168	200.38
1376432499111	474510	5045184	4853744	198.72
1376432500112	476043	5318144	5261744	205.05
1376432501113	477612	5554624	5612624	203.77
1376432502114	479177	5822848	6018992	208.06
1376432503115	480590	6053248	6363056	205.91
1376432504116	482127	3005312	6710912	204.21
1376432505117	483675	3248768	7063472	204.45
1376432506119	485205	3501696	7445360	206.43
1376432507121	486757	3683584	7696688	195.28
1376432508123	488265	3864064	7982288	189.48
1376432509124	489834	4077312	8311376	188.11
1376432510126	491432	4280512	8612240	185.03
1376432511127	493020	4427008	8827664	173.94
1376432512128	494584	4585792	9070832	167.01
1376432513130	496138	4735232	9289520	159.89
1376432514131	497805	4914368	4659536	158.29
1376432515132	499338	5091328	4919024	156.83
1376432516133	500972	5245632	5152400	152.18
1376432517135	502522	5389376	5362928	146.82
1376432518136	504154	5543424	5598144	143.77
1376432519137	505769	5687552	5812832	140.48
1376432520139	507372	5856640	6066320	141.05
1376432521140	508890	6035584	6338336	143.35
1376432522144	510437	2969600	6655472	150.26
1376432523145	512070	3221120	7017776	161.75
1376432524146	513629	3481152	7409456	172.82
1376432525155	515145	3735488	7800848	181.24
1376432526156	516694	3992128	8178128	188.12
1376432527157	518226	4157248	8430560	179.52
1376432528158	519902	4290304	8618768	167.39
1376432529160	521452	4428160	8811344	156.75
1376432530161	523002	4566848	9038192	152.04
1376432531163	524659	4712128	9254960	147.09
1376432532167	526039	3143360	4537136	140.46
1376432533168	527681	1703744	4757168	137.50
1376432534170	529294	1856704	4989200	137.01
1376432535171	530841	2009024	5215760	135.46
1376432536172	532434	2171968	5464112	136.72
1376432537173	534034	2367680	5748080	142.11
1376432538174	535605	2549888	6027152	145.33
1376432539176	537200	2744000	6309488	148.86
1376432540177	538784	2910208	6565712	148.43
1376432541178	540337	3102464	6854288	151.36
1376432542181	541804	3316224	7151232	155.54
1376432543181	543365	3546752	7513904	165.15
1376432544183	544885	3783872	7869680	172.23
1376432545184	546516	3991296	8174864	173.25
1376432546186	548082	4270656	8594288	185.30
1376432547186	549676	4515456	8963120	189.73
1376432548188	551241	4782912	9365936	197.09
1376432549189	552668	1703744	4762352	193.60
1376432550190	554148	1951360	5133088	196.98
1376432551199	555680	2188672	5487232	197.97
1376432552200	557204	2438848	5857696	201.28
1376432553202	558668	2682752	6218368	202.47
1376432554202	560154	2947840	6621472	207.72
1376432555203	561765	3175232	6957664	205.19
1376432556205	563258	3435456	7347712	208.93
1376432557206	564831	3659200	7680640	205.22
1376432558212	566312	3901952	8042944	206.19
1376432559212	567885	4157312	8419936	208.69
1376432560213	569441	4425792	8818144	212.93
1376432561214	571021	4652672	9170656	210.43
1376432562215	572702	4878208	4584736	205.94
1376432563217	574214	5103552	4942144	206.22
1376432564219	575825	5343296	5299552	206.59
1376432565220	577353	5578560	5645536	205.90
1376432566222	578870	5794112	5971936	202.42
1376432567223	580391	2703424	6263008	196.28
1376432568225	582057	2881408	6526816	188.30
1376432569226	583606	3115456	6878176	191.49
1376432570227	585111	3367232	7249792	196.47
1376432571229	586639	3602304	7599040	197.37
1376432572230	588073	3867776	7992352	202.76
1376432573231	589662	4095680	8341072	202.31
1376432574233	591151	4296000	8638624	196.82
1376432575234	592713	4458688	8880160	186.88
1376432576236	594227	4624704	9131200	179.87
1376432577350	595679	4819392	4512288	177.59
1376432578351	597425	5039104	4842016	181.18
1376432579352	598981	5231680	5129824	179.17
1376432580353	600520	5446784	5452960	181.81
1376432581355	602081	5635392	5733664	178.98
1376432582355	603511	5819968	6012736	176.65
1376432583357	605091	2740480	6303232	176.57
1376432584357	606602	2979392	6668800	183.06
1376432585358	608141	3209728	7013152	186.65
1376432586359	609690	3425280	7336000	187.78
1376432587360	611340	3613440	7613728	183.92
1376432588362	612882	3864384	7972768	189.61
1376432589363	614446	4052032	8260000	187.03
1376432590364	615965	4267264	8588032	188.33
1376432591364	617600	4467072	8880160	186.29
1376432592365	619117	4682176	9200032	188.01
1376432593367	620365	4855552	4568416	181.98
1376432594368	621842	5060864	4876864	181.73
1376432595370	623384	5256384	5172256	180.93
1376432596371	624903	5492288	5524480	186.91
1376432597372	626436	5739520	5885440	192.92
1376432598374	627951	5993792	6270592	199.25
1376432599375	629487	2952128	6627712	202.06
1376432600376	631056	3179072	6962560	202.26
1376432601378	632691	3414400	7318336	203.80
1376432602380	634242	3671168	7704832	209.00
1376432603381	635723	3878144	8008672	203.65
1376432604382	637272	4113536	8354656	205.21
1376432605384	638775	4295680	8630464	197.37
1376432606386	640289	4495616	8935648	194.57
1376432607387	641953	4647104	9155968	184.38
1376432608388	643377	4816448	4519104	178.37
1376432609390	644821	5055680	4868416	184.79
1376432610390	646340	5320640	5260384	194.49
1376432611392	647900	5539136	5588416	194.62
1376432612393	649390	5735616	5890336	191.86
1376432613394	650961	5879808	6099232	180.13
1376432614395	652535	6010816	6301600	168.67
1376432615397	654076	3039104	6546400	165.28
1376432616398	655655	3117312	6869248	170.21
1376432617399	657178	3329600	7194304	174.62
1376432618401	658721	3575552	7559872	183.33
1376432619402	660164	3792256	7883008	185.35
1376432620403	661694	4036672	8222464	189.67
1376432621404	663249	4222912	8526016	187.86
1376432622406	664817	4447296	8855680	189.75
1376432623407	666403	4650496	9167392	189.19
1376432624408	667629	4820032	4517824	181.94
1376432625410	669165	4963136	4729744	172.22
1376432626410	670688	5143104	5002528	170.63
1376432627412	672336	5316352	5250592	167.42
1376432628413	673978	5466880	5483888	162.66
1376432629414	675502	5631424	5728976	160.44
1376432630415	677015	5865920	6081488	169.54
1376432631416	678590	4378304	6381776	172.71
1376432632417	680134	3000512	6696752	174.74
1376432633418	681824	3199872	6992144	175.90
1376432634419	683411	3426432	7336496	181.28
1376432635420	684874	3657792	7677584	185.58
1376432636420	686386	3925312	8077424	196.37
1376432637422	687848	4126016	8385872	194.01
1376432638423	689461	4334464	8687792	192.69
1376432639425	691046	4524160	8970128	188.61
1376432640426	692546	4750144	9309584	191.81
1376432641428	694007	4962688	4733456	192.69
1376432642428	695571	5231360	5113712	199.61
1376432643430	697044	5449536	5458064	201.59
1376432644432	698608	5661568	5771408	199.68
1376432645433	700177	5780480	5950928	182.96
1376432646435	701734	5971328	6234896	181.11
1376432647436	703216	2892864	6541712	182.26
1376432648438	704730	3153536	6923600	191.92
1376432649439	706192	3388864	7281504	196.24
1376432650440	707700	3624960	7628624	198.79
1376432651442	709203	3869632	7992560	202.79
1376432652443	710743	4114048	8359760	206.30
1376432653444	712282	4342144	8702480	206.46
1376432654445	713831	4604096	9090896	211.98
1376432655446	715304	4827968	4524560	209.88
1376432656447	716799	5086656	4896656	213.03
1376432657448	718258	5303424	5236112	212.08
1376432658450	719767	5557440	5619632	215.78
1376432659451	721312	5785280	5952912	214.06
1376432660452	722806	2739584	6309152	214.52
1376432661453	724350	2956736	6635552	211.59
1376432662453	725862	3201024	7002752	213.34
1376432663455	727383	3446336	7358528	214.81
1376432664456	728884	3713536	7768160	220.31
1376432665458	730479	3954752	8127200	220.22
1376432666459	732055	4221312	8515616	224.06
1376432667460	733603	4458496	8869760	223.18
1376432668460	735094	4730624	9277760	227.87
1376432669462	736646	4958656	4714688	224.76
1376432670462	738108	5213248	5099840	226.12
1376432671464	739577	5447552	5458880	224.69
1376432672465	741114	5685312	5806496	222.84
1376432673466	742651	4262080	6162272	222.04
1376432674467	744173	2875840	6501952	219.90
1376432675468	745634	3107712	6859360	218.52
1376432676469	747159	3365056	7246144	221.67
1376432677470	748652	3612800	7616608	222.23
1376432678472	750151	3864832	7993600	223.96
1376432679473	751726	4119680	8370912	225.23
1376432680474	753271	4394560	8783808	230.07
1376432681476	754908	4632768	9131424	227.65
1376432682477	756349	4853312	4565088	222.74
1376432683477	757884	5073984	4899648	219.34
1376432684479	759468	5336000	5279904	222.76
1376432685480	761004	5579136	5647104	222.54
1376432686481	762467	5844864	6043680	226.67
1376432687482	764042	2797696	6394560	224.63
1376432688484	765601	3061120	6786240	227.96
1376432689488	767170	3314304	7169760	228.83
1376432690490	768687	3555648	7527168	226.71
1376432691491	770196	3794560	7887840	226.39
1376432692492	771687	4051200	8269728	227.76
1376432693496	773208	4266304	8586336	222.76
1376432694497	774787	4521600	8971488	224.47
1376432695499	776466	4739072	9298192	220.10
1376432696500	777514	1648000	4668208	212.28
1376432697501	779038	1859584	4992976	209.52
1376432698502	780570	2135616	5409136	217.74
1376432699502	782269	2303872	5659936	205.62
1376432700504	783841	2418496	5831824	187.48
1376432701505	785555	2569280	6048880	178.69
1376432702506	787091	2763840	6344272	179.03
1376432703507	788725	2967616	6654352	180.75
1376432704509	790241	3202432	6998704	187.09
1376432705510	791781	3410880	7314960	188.31
1376432706511	793363	3631680	7640080	190.44
1376432707513	794917	3837632	7953440	190.99
1376432708513	796442	4080960	8314352	197.05
1376432709515	797985	4323200	8670416	201.80
1376432710516	799509	4599552	9084944	211.39
1376432711572	800934	4829696	4513072	210.54
1376432712573	802552	5079936	4900496	215.71
1376432713574	804070	5304704	5231792	214.35
1376432714575	805584	5545408	5597360	216.54
1376432715576	807145	5777792	5940080	216.68
1376432716577	808623	6026624	6313808	219.83
1376432717579	810121	6251648	6654896	218.26
1376432718580	811610	3227520	7030256	221.67
1376432719581	813107	3462080	7381136	221.54
1376432720583	814589	3678464	7710512	217.57
1376432721584	816119	3908160	8058416	217.60
1376432722584	817618	4156288	8425872	219.98
1376432723586	819192	4405184	8791440	222.39
1376432724586	820689	4609088	9103200	216.54
1376432725588	822230	4771584	9338160	204.51
1376432726590	823688	4926592	4670112	194.06
1376432727591	825174	5077184	4889328	184.11
1376432728593	826711	5228224	5117808	176.11
1376432729594	828317	5410624	5390352	175.61
1376432730594	829878	5628864	5721648	180.88
1376432731595	831425	5865472	6075792	188.57
1376432732596	833008	6122240	6446256	197.93
1376432733597	834561	6333568	6771024	197.95
1376432734598	836095	3242112	7064784	194.82
1376432735600	837663	3433152	7340592	191.55
1376432736601	839160	3638912	7653936	192.22
1376432737603	840664	3841344	7959120	191.67
1376432738608	842200	4119040	8368752	203.63
1376432739608	843718	4270592	8598864	192.60
1376432740609	845277	4467904	8895600	191.60
1376432741610	846877	4654400	9160272	188.24
1376432742611	848211	1570688	4556400	187.82
1376432743613	849712	1791680	4892592	191.67
1376432744614	851268	2015936	5227152	195.12
1376432745615	852882	2188928	5488272	189.39
1376432746617	854461	2401792	5801616	190.67
1376432747618	855964	2607104	6090480	189.22
1376432748619	857510	2855040	6482160	199.86
1376432749622	859055	3085248	6821616	202.60
1376432750623	860540	3281920	7120272	199.58
1376432751624	862008	3470784	7399344	195.13
1376432752625	863602	3703296	7740432	199.41
1376432753626	865259	3852032	7968912	188.63
1376432754627	866837	4039808	8254512	186.86
1376432755628	868417	4248320	8551536	188.38
1376432756632	869948	4421824	8819184	183.69
1376432757632	871546	4619200	9111312	183.97
1376432758761	873069	4822976	4509920	186.26
1376432759763	874580	1765568	4853424	191.89
1376432760764	876184	1945216	5121072	188.56
1376432761766	877797	2076224	5313648	177.44
1376432762767	879540	2231424	5542128	172.26
1376432763768	881013	2411712	5814672	172.86
1376432764770	882512	2639168	6154128	181.67
1376432765771	884121	2867264	6495120	189.05
1376432766772	885565	3073600	6800400	190.75
1376432767783	887102	3287424	7108848	192.62
1376432768784	888626	3486400	7418928	193.90
1376432769785	890076	3679936	7712688	193.00
1376432770786	891593	3935616	8091312	203.05
1376432771787	893199	4162624	8425872	206.50
1376432772789	894767	4359040	8706576	201.62
1376432773790	896309	4543424	9003312	199.88
1376432774791	897795	4741760	9295728	198.50
1376432775792	899144	1675968	4716336	200.71
1376432776793	900586	1890944	5037840	201.79
1376432777794	902316	2033472	5248368	190.50
1376432778796	903887	2217472	5517648	188.28
1376432779797	905610	2396800	5782032	185.79
1376432780799	907128	2588992	6080400	186.39
1376432781800	908742	2840192	6457680	197.57
1376432782801	910255	3073920	6798768	202.60
1376432783801	911803	3246208	7061520	196.35
1376432784802	913387	3457856	7378944	198.45
1376432785803	914970	3652352	7665360	196.72
1376432786805	916521	3870592	7993392	199.50
1376432787806	918046	4101184	8327952	203.76
1376432788807	919519	4312896	8655984	204.50
1376432789809	921095	4499392	8936688	200.69
1376432790810	922599	4693440	9228816	198.68
1376432791811	923925	1573952	4567824	191.01
1376432792813	925486	1838464	4959504	202.99
1376432793814	927003	2060800	5290800	206.11
1376432794815	928582	2268864	5589456	205.41
1376432795816	930169	2471104	5897904	203.79
1376432796817	931736	2686912	6224304	205.33
1376432797818	933223	2911296	6563760	208.15
1376432798820	934769	3120064	6872208	206.82
1376432799821	936364	3300032	7139568	201.28
1376432800823	937950	3508416	7443408	201.82
1376432801824	939447	3701248	7742064	200.07
1376432802825	940927	3916288	8061024	201.85
1376432803825	942466	4153344	8417936	207.42
1376432804827	944023	4383360	8752496	210.25
1376432805828	945595	4564352	9033200	204.70
1376432806829	947170	4778112	9354704	205.46
1376432807830	948669	4963712	4718192	200.76
1376432808831	950253	5208896	5083760	207.99
1376432809832	951835	5457792	5465648	214.91
1376432810833	953316	5654848	5754512	210.49
1376432811835	954864	5836992	6029792	204.82
1376432812836	956327	6043008	6341952	204.59
1376432813837	957892	6246976	6645584	203.87
1376432814839	959395	6515328	7048688	214.65
1376432815840	961008	3453696	7358768	212.92
1376432816841	962579	3637120	7631024	207.06
1376432817842	964139	3832064	7905200	202.56
1376432818844	965760	4040000	8220464	204.68
1376432819845	967345	4261440	8559920	207.18
1376432820846	968818	4497152	8916800	212.16
1376432821848	970390	4688896	9198032	207.25
1376432822849	971683	4852480	4548464	199.66
1376432823855	973300	5066688	4868336	201.62
1376432824857	974883	5264064	5158832	200.00
1376432825857	976381	5497664	5512976	205.90
1376432826859	977942	5748352	5880176	213.01
1376432827859	979503	5932608	6162224	207.75
1376432828860	981038	6136768	6464432	206.37
1376432829861	982611	6339648	6764720	205.14
1376432830862	984142	6574272	7117232	210.10
1376432831863	985709	3528128	7451792	213.49
1376432832864	987206	3725184	7750448	209.74
1376432833866	988803	3921664	8047472	206.93
1376432834867	990389	4132672	8347760	204.80
1376432835868	991967	4336192	8670896	206.64
1376432836869	993461	4581632	9033200	212.66
1376432837871	994992	4838848	9403664	218.57
1376432838872	996684	4972928	4715456	205.02
1376432839873	998243	5167232	5010320	202.63
1376432840875	999660	5337600	5269808	196.70
1376432841876	1001287	5583168	5627216	204.77
1376432842877	1002748	5831872	6009104	212.67
1376432843879	1004356	6042240	6317552	211.45
1376432844880	1005945	6232192	6593360	207.43
1376432845881	1007483	6444864	6924656	207.89
1376432846882	1009066	3380032	7240912	208.39
1376432847883	1010615	3614656	7585616	212.64
1376432848884	1012222	3838912	7929136	214.57
1376432849885	1013770	4038144	8207408	209.31
1376432850887	1015309	4220544	8501168	206.17
1376432851888	1016882	4433472	8820464	207.07
1376432852889	1018381	4653696	9150416	209.49
1376432853890	1019949	4866560	4563152	210.00
1376432854890	1021503	5061696	4852016	207.05
1376432855892	1023098	5256768	5142512	204.26
1376432856893	1024663	5476032	5444432	204.57
1376432857895	1026204	5681280	5775728	206.78
1376432858896	1027679	5922560	6142640	212.75
